Dsbt|3850,40650
Dsbt|2550,36750
Dsbt|4150,29550
Dsbt|3950,34150
Dsbt|2650,43250
Dsbt|1550,46650
Dsbt|1450,49250
D1br|1050,38450
D1br|1050,36950
D0bl|4350,35350
D9bt|4350,36250
D9bb|1050,34450
Drbt|3650,47950
Dcft|3650,47950
Dcft|3750,47950
Deft|3850,47950
Dcft|2450,45450
Dcft|2550,45450
Deft|2650,45450
Dcft|2750,45450
D2bt|2550,40950
Dcbt|2450,41050
Dcbt|2550,41050
Dcft|2350,41050
Deft|2650,41050
Dcft|2750,41050
D4ft|3950,39850
Dcft|4050,39850
Dcft|3950,39850
Dcft|3750,39850
Dcft|3750,39850
Dcft|3850,39850
Dcft|1650,41450
Dcft|1550,41450
Deft|1450,41450
Dcft|1350,41450
D8bt|1350,41350
D8ft|3850,44350
Dcft|3750,44450
Dcft|3850,44450
Dcft|3950,44450
Drft|2550,45450
Dcft|2550,45450
Dmft|1050,45150
Dmft|1050,43850
Dmft|1050,40850
Dmft|1050,38950
Dmft|1050,46650
Dmft|1050,48050
Dmfb|4350,47550
Dmfb|4350,46350
Dmfb|4350,45150
Dmfb|4350,43350
Dmfb|4350,42250
Dmfb|4350,41150
Dmfb|4350,39250
Dmfb|4350,38350
Dmfb|4350,36750
D9ft|4350,35750
D9ft|4350,37750
D9ft|4350,41750
D9ft|4350,42850
D9ft|4350,44650
D9ft|4350,45750
D9ft|4350,47050
D9fb|1050,45650
D9fb|1050,44250
D9fb|1050,43150
D9fb|1050,40350
D9fb|1050,37950
D9fb|1050,32350
D9fb|1050,29450
D9fb|1050,27750
D9fb|1050,26350
D9fb|1050,24950
D9ft|4350,24250
D9ft|4350,25150
D9ft|4350,26550
D9ft|4350,28050
D9ft|4350,30150
D9ft|4350,31950
D9ft|4350,34650
D0fr|1050,26950
D0fr|1050,31650
D0fr|1050,39750
D0fr|1050,44750
D0fr|1050,48750
D0fl|4350,38650
D0fl|4350,30950
Dnfr|4350,25750
Dnfr|4350,27050
Dnfr|4350,29250
Dnfr|4350,31550
Dnfr|4350,34350
Dnfr|4350,40950
Dnfr|4350,46650
Dnfl|1050,28450
Dnfl|1050,31250
Dnfl|1050,33050
Dnfl|1050,37250
Dnfl|1050,43450
Dnfl|1050,47650
