P0|3250,3450
OP|2550,3650
OP|2450,3750
OP|2350,3850
OP|2250,3750
OP|2150,3650
OP|2050,3550
OP|1950,3650
OP|1850,3750
OP|1750,3850
OP|1650,3750
OP|1550,3650
OP|1450,3550
OP|2650,3550
OP|2750,3650
OP|2850,3750
OP|2950,3850
OP|3050,3750
OP|3150,3650
OP|3250,3550
OP|3350,3650
OP|3450,3750
OP|3550,3850
OP|3650,3750
OP|3750,3650
OP|3850,3550
OP|2050,3850
OP|2150,3750
OP|2250,3650
OP|2350,3550
OP|2450,3650
OP|2550,3750
OP|2650,3850
OP|2750,3750
OP|2850,3650
OP|2950,3550
OP|3050,3650
OP|3150,3750
OP|3250,3850
OP|3350,3750
OP|3450,3650
OP|3550,3550
OP|3650,3650
OP|3750,3750
OP|3850,3850
OP|3950,3750
OP|3950,3650
OP|1950,3750
OP|1850,3650
OP|1750,3550
OP|1650,3650
OP|1550,3750
OP|1450,3850
OP|4050,3650
OP|4050,3750
OP|4150,3850
OP|4250,3750
OP|4350,3650
OP|4450,3550
OP|4550,3650
OP|4650,3750
OP|4750,3850
OP|4850,3750
OP|4950,3650
OP|5050,3550
OP|5150,3650
OP|5250,3750
OP|5350,3850
OP|5450,3750
OP|5550,3650
OP|5650,3550
OP|5750,3650
OP|5850,3750
OP|5750,3750
OP|5850,3650
OP|5650,3850
OP|5550,3750
OP|5450,3650
OP|5350,3550
OP|5250,3650
OP|5150,3750
OP|5050,3850
OP|4950,3750
OP|4850,3650
OP|4750,3550
OP|4650,3650
OP|4550,3750
OP|4450,3850
OP|4350,3750
OP|4250,3650
OP|4150,3550
