D2ft|950,3050
D1bt|350,3050
Dcft|850,3150
Deft|750,3150
Dnft|150,4250
Dlft|650,3150
Ddbt|950,3150
Dcft|2150,2950
D3ft|1750,3350
D9ft|2850,3650
Dmft|4250,3550
Doft|4050,3250
D3bt|5450,3850
D3bb|6450,3650
D3bb|4950,3550
Dcbt|8450,3350
Dcbt|8550,3350
Debt|8950,3350
Debt|9150,3350
Dcbt|8050,3350
Ddbt|8250,3350
Dcbt|8350,3350
Dcbt|9650,3350
Dcbt|9750,3350
Ddft|8750,3350
Dcft|8850,3350
Dcft|8650,3350
Dcft|7950,3350
Dcft|9450,3350
Dcft|9250,3350
Deft|9550,3350
Dcft|9350,3350
Dcft|9050,3350
Dcft|8250,3350
Dcft|8150,3350
D9bt|5750,2850
D0bl|7950,2550
Dabt|10750,3450
Dbbt|10850,3450
Dabt|10950,3450
Dbbt|11250,3450
Dabt|11450,3450
D4ft|11150,3350
Dcft|11150,3350
Dcbt|11250,3350
Debt|11350,3350
Dcbt|11050,3350
Dnbr|7650,3450
Dpbt|24350,2150
Dpbt|24750,2450
Dpbt|24450,2350
Dpft|24250,2150
Dpft|25250,2850
Dpft|24350,2750
Dpft|25250,2150
Dpft|24550,2550
Dpft|25450,2550
Dpft|24650,2050
Dpft|24050,2650
Dpft|23950,2950
Dpft|24750,2950
Dpft|25050,2350
Dpft|25650,1950
Dpft|24050,1950
Dpft|25750,2950
Dpft|24950,2750
Dpft|25750,2250
Dpft|21450,3250
Dpft|21550,3450
Dpft|21750,3150
Dpft|21050,3250
Dpft|20750,3150
Dpft|20250,3150
Dpft|20550,3150
Dpft|13750,2150
Dpft|13650,2650
Dpft|14350,2050
Dpft|13750,2450
Dpft|13350,2150
Dpft|12950,2050
Dpft|13350,2650
Dpft|13550,2050
Dpft|14150,2350
Dpft|13250,2350
Dpft|13150,1950
Dpft|13950,2050
Dpft|12750,1950
Dpft|13150,3250
Dpft|13050,3050
Dpft|13750,3450
Dpft|9550,3650
Dpft|9250,3550
Dpft|8950,3650
Dpft|8650,3550
Dpft|8550,3850
Dpft|8750,3750
Dpft|8350,3550
Dpft|8450,3750
Dpft|9050,3550
Dpft|9150,3850
Dpft|5850,2050
Dpft|6250,2150
Dpft|6050,2450
Dpft|6450,2050
Dpft|6050,1850
Dpft|450,3450
Dpft|650,3350
Dpft|250,3850
Dpft|8950,2050
Dpft|9150,2250
Dpft|9350,1950
Dpft|9050,1950
Dpft|8150,2050
Dpft|7950,1950
Dpft|10550,2050
Dpft|10350,1950
Dpft|10750,1950
Doft|13450,2350
Dofr|14450,2350
Dhft|11450,3350
Dcft|11450,3350
Dcft|10950,3350
Dcft|10850,3350
Dcft|13850,3250
Dcft|13750,3250
Ddbt|13650,3250
Dcbt|13550,3250
Debt|13450,3250
D8bt|14750,2650
Dcft|14750,2750
Dcft|14550,2750
Dcft|14650,2750
Deft|14450,2750
Dlbt|15450,2950
Dcbt|15450,2950
Dcbt|15350,2950
Dcbt|16950,2950
Dcbt|18350,2950
Dcbt|20650,2950
Dcbt|20050,2950
Dcbt|21250,2950
Dcbt|21950,2950
Dcbt|21850,2950
D2bl|19950,3250
D3bl|22650,3250
Dcbt|23850,3450
Dcbt|23950,3450
Dcbt|24050,3450
Dcbt|23750,3450
Dcbt|24450,3450
Dcbt|24550,3450
Dcbt|25050,3450
Dcbt|25050,3450
Dcbt|25550,3450
Dcbt|25650,3450
Dcbt|25750,3450
Dcbt|23650,3450
D0br|26050,2850
D0bl|22750,3750
Dhbt|22750,2950
Dnbl|25350,4250
Dcbt|22750,2950
Dcbt|22850,2950
Dcbt|23150,2950
Ddbt|22950,2950
D4bt|23050,2950
Dcbt|23050,2950
Deft|1950,2950
Dlbt|9950,3050
Dcbt|9950,3050
Dcbt|10050,3050
D9bt|18050,3850
D9bb|19450,3250
Dcbt|1750,2950
D4bt|1850,2950
